,870,45,2005-03-17,Que perfil mas chulo
,187,310,2004-11-18,No me carga tu descripcion :(
,416,877,2011-03-04,No jugueis con el le faltan manos
,247,247,2021-09-29,Nan
,413,368,2004-04-16,No me puedo creer que tengas tan pocas horas
,572,56,2017-07-30,No me carga tu descripcion :(
,631,631,2018-07-26,Nan
,197,197,2015-09-03,Nan
,314,622,2009-03-22,Camper tunneler -rep
,520,885,2009-10-11,No jugueis con el le faltan manos
,732,732,2010-03-08,Nan
,687,687,2010-05-15,Nan
,699,699,2004-11-25,Nan
,104,104,2018-02-10,Nan
,292,109,2016-04-18,Hola te acuerdas de mi? besis <oo>
,262,262,2012-11-02,Nan
,951,951,2017-07-15,Nan
,518,518,2003-10-04,Nan
,172,172,2023-02-08,Nan
,388,388,2019-05-12,Nan
,458,458,2017-03-24,Nan
,951,38,2016-08-13,No me puedo creer que tengas tan pocas horas
,221,221,2022-03-07,Nan
,158,158,2022-12-31,Nan
,18,18,2007-10-20,Nan
,463,463,2013-02-07,Nan
,158,158,2014-06-11,Nan
,534,285,2009-06-12,Vete a recoger patatas
,508,508,2016-04-28,Nan
,873,633,2013-05-07,Vete a recoger patatas
,139,572,2009-03-26,Si no soportas la presión no jueges! Fastidias la experiencia de los demás
,337,337,2019-01-07,Nan
,711,179,2019-07-16,Como es posible que tengas tantas horas O:
,587,587,2005-09-04,Nan
,694,162,2020-06-21,No me carga tu descripcion :(
,976,976,2015-07-03,Nan
,807,254,2022-01-19,Me intercambias cromos?
,936,245,2019-08-07,Echemonos algunas partidas al CSGO
,70,70,2006-01-11,Nan
,844,484,2019-01-22,Si no soportas la presión no jueges! Fastidias la experiencia de los demás
,516,516,2018-01-14,Nan
,311,311,2015-09-17,Nan
,180,929,2011-06-24,+rep divertido jugar con el :D
,423,423,2010-12-04,Nan
,362,362,2011-04-10,Nan
,221,221,2022-07-13,Nan
,760,760,2012-06-05,Nan
,96,745,2020-02-01,Me intercambias cromos?
,737,737,2014-05-06,Nan
,378,378,2017-11-13,Nan
,272,272,2019-02-01,Nan
,829,455,2015-08-28,Vete a recoger patatas
,389,389,2012-07-16,Nan
,647,388,2016-02-02,Como es posible que tengas tantas horas O:
,244,244,2021-06-18,Nan
,719,719,2018-08-26,Nan
,663,999,2018-03-25,No me carga tu descripcion :(
,24,24,2013-05-01,Nan
,547,547,2012-08-21,Nan
,497,497,2011-09-27,Nan
,319,911,2004-04-28,No me puedo creer que tengas tan pocas horas
,703,703,2011-09-30,Nan
,946,946,2005-06-18,Nan
,192,192,2022-08-24,Nan
,685,685,2020-06-06,Nan
,387,387,2012-11-03,Nan
,204,204,2019-01-06,Nan
,932,932,2009-09-11,Nan
,221,221,2017-10-31,Nan
,603,603,2013-08-19,Nan
,612,257,2008-08-06,No te rindas tienes potencial
,457,457,2018-11-12,Nan
,239,499,2016-11-21,Camper tunneler -rep
,516,516,2014-07-15,Nan
,184,184,2011-12-25,Nan
,621,437,2011-12-08,Me intercambias cromos?
,284,284,2008-12-24,Nan
,465,465,2021-01-02,Nan
,112,112,2005-08-17,Nan
,272,193,2020-05-03,Como es posible que tengas tantas horas O:
,63,63,2021-05-07,Nan
,164,164,2020-04-02,Nan
,128,128,2009-01-17,Nan
,233,30,2017-04-28,Agregame para jugar juntos :)
,809,809,2009-04-09,Nan
,500,841,2013-03-27,No me puedo creer que tengas tan pocas horas
,652,652,2004-03-18,Nan
,474,474,2005-07-12,Nan
,170,559,2019-12-01,No te rindas tienes potencial
,558,558,2023-02-11,Nan
,805,172,2012-04-13,Como es posible que tengas tantas horas O:
,692,692,2007-08-30,Nan
,208,208,2012-07-19,Nan
,708,708,2020-09-27,Nan
,584,584,2014-12-13,Nan
,715,391,2015-03-10,Echemonos algunas partidas al CSGO
,870,870,2005-11-01,Nan
,29,342,2019-05-13,If you are a beautiful strong black woman someone will put this in your comments
,254,254,2022-12-14,Nan
,796,967,2021-01-17,No te rindas tienes potencial
,792,411,2003-11-16,Camper tunneler -rep
,406,406,2007-05-02,Nan
,690,690,2016-05-15,Nan
,975,939,2005-07-22,No me carga tu descripcion :(
,52,223,2019-01-03,Muy cringe tu foto de perfil
,400,400,2017-01-26,Nan
,737,737,2016-11-10,Nan
,174,174,2015-07-16,Nan
,379,197,2004-09-19,+rep divertido jugar con el :D
,631,631,2005-05-31,Nan
,729,397,2008-12-15,No te rindas tienes potencial
,37,616,2003-09-22,GG
,195,195,2014-05-22,Nan
,244,244,2009-09-18,Nan
,326,326,2018-12-14,Nan
,699,699,2010-02-05,Nan
,9,9,2006-06-18,Nan
,967,967,2013-12-20,Nan
,701,701,2018-04-09,Nan
,627,682,2004-03-14,If you are a beautiful strong black woman someone will put this in your comments
,2,2,2017-01-08,Nan
,557,557,2019-06-19,Nan
,652,652,2022-12-03,Nan
,574,369,2012-11-30,GG
,654,290,2019-10-19,No me puedo creer que tengas tan pocas horas
,330,299,2008-08-27,If you are a beautiful strong black woman someone will put this in your comments
,967,967,2021-11-27,Nan
,515,515,2015-10-03,Nan
,891,891,2014-04-01,Nan
,915,915,2013-12-14,Nan
,758,277,2020-03-13,Echemonos algunas partidas al CSGO
,248,951,2014-12-19,Algun dia me tienes que enseñar a jugar al Stardew valley
,463,463,2003-10-05,Nan
,600,600,2014-09-28,Nan
,820,820,2017-07-11,Nan
,895,895,2018-11-16,Nan
,357,357,2015-03-11,Nan
,330,330,2016-09-08,Nan
,335,335,2015-11-19,Nan
,433,433,2014-06-12,Nan
,785,785,2016-01-03,Nan
,545,545,2020-01-14,Nan
,45,45,2020-02-03,Nan
,841,282,2004-10-26,Agregame para jugar juntos :)
,993,334,2021-08-02,GG
,505,505,2022-08-14,Nan
,753,753,2022-09-10,Nan
,26,802,2008-05-18,Vete a recoger patatas
,605,605,2010-07-31,Nan
,484,484,2009-09-30,Nan
,716,590,2015-09-17,Me intercambias cromos?
,442,763,2020-04-20,GG
,771,771,2009-03-17,Nan
,953,458,2014-10-02,Agregame para jugar juntos :)
,95,95,2010-11-29,Nan
,69,389,2013-12-24,Agregame para jugar juntos :)
,373,373,2013-02-23,Nan
,121,960,2020-08-13,No jugueis con el le faltan manos
,205,205,2007-03-06,Nan
,569,569,2003-11-18,Nan
,22,22,2021-01-30,Nan
,997,997,2005-01-29,Nan
,413,413,2006-09-29,Nan
,153,153,2013-08-08,Nan
,694,694,2013-02-26,Nan
,275,987,2014-05-03,No te rindas tienes potencial
,108,108,2007-08-02,Nan
,728,728,2009-05-01,Nan
,379,379,2013-09-17,Nan
,616,616,2006-05-26,Nan
,515,515,2019-11-23,Nan
,948,948,2020-02-28,Nan
,51,51,2005-12-03,Nan
,804,726,2019-10-25,Algun dia me tienes que enseñar a jugar al Stardew valley
,5,5,2005-08-02,Nan
,874,48,2021-12-01,Como es posible que tengas tantas horas O:
,732,732,2019-10-04,Nan
,66,66,2008-03-21,Nan
,251,251,2010-12-03,Nan
,725,725,2006-05-09,Nan
