,Bayonetta,"Command or corrupt an entire galaxy in the definitive Star Wars strategy collection. It is a time of galactic civil war. Will you take up the reins of the Rebellion, assume control of the Empire, or rule the Star Wars Underworld?",19.99,04-11-2017
,Portal Knights,"From the award-winning developers at Arkane® Studios comes Dishonored®: Death of the Outsider, the next standalone adventure in the critically-acclaimed Dishonored® series.",14.99,02-25-2016
,Paladins,"Experience the intensity of head-to-head battles with Street Fighter® V! Choose from 16 iconic characters, then battle against friends online or offline with a robust variety of match options.",0.0,09-15-2016
,Counter-Strike: Global Offensive,"The sequel to the party game phenomenon The Jackbox Party Pack, featuring FIVE fresh, rib-tickling party games! Your phones or tablets are your controllers – no big mess of controllers needed. For up to 8 players plus an Audience of up to 10,000! It’s a game-night riot in a box… without the box!",14.99,08-21-2012
,PLAYERUNKNOWN'S BATTLEGROUNDS,"Armored Battle Crew is a Tank and Crew Management Simulation game, where your skills as a Tank commander is tested. Customize your tank carefully and make strategic battle choices to achieve mission success! The fate of your crew lies in your hands!",29.99,03-23-2017
,Outlast 2,"Battlefleet Gothic: Armada 2 is the new real-time strategy game adapted from Games Workshop’s famous tabletop game that portrays the epic space battles of the Warhammer 40,000 universe.",29.99,04-24-2017
,SMITE,"RUNNING WITH RIFLES is a top-down tactical shooter with open world RPG elements. In RWR, you join the ranks of an army as a common soldier, just like the thousands around you.",0.0,09-8-2015
,Rocket League,"Become The Witcher, Geralt of Rivia, a legendary monster slayer caught in a web of intrigue woven by forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other.",19.99,07-6-2015
,BlazBlue Centralfiction,"Experience an epic open-world brought to life by the award-winning Nemesis System. Forge a new Ring of Power, conquer Fortresses in massive battles and dominate Mordor with your personal orc army in Middle-earth™: Shadow of War™.",39.99,04-25-2017
,Warframe,"Forts is a physics-based RTS where foes design and build custom bases, arm them to the teeth and blast their opponent's creations to rubble.",0.0,03-25-2013
,The Long Dark,Join the world’s greatest fellowship of players in the award-winning online re-creation of J. R. R. Tolkien’s legendary Middle-earth.,19.99,09-22-2014
,H1Z1: King of the Kill,Stellaris: Ascension Pack bundle,19.99,02-17-2016
,NieR:Automata ,Hunt down monsters to cook and eat them! You’ve been revived in a massive underground complex and you must leave this bizarre facility.,59.99,03-17-2017
,Batman : Arkham Knight,"PLEASE NOTE: Microsoft no longer supports creating Games for Windows-LIVE accounts within Grand Theft Auto IV. You can create an account through account.xbox.com and then log into your account in game. This standalone retail title spans three distinct stories, interwoven to create one of the most unique and engaging single-player...",19.99,06-23-2015
,Team Fortress 2,"Prepare to be enchanted by a world where the choices you make and the paths you choose shape your destiny. Obsidian Entertainment, the developer of Fallout: New Vegas™ and South Park: The Stick of Truth™, together with Paradox Interactive is proud to present Pillars of Eternity.",0.0,10-10-2007
,War Thunder,"Build and manage a medieval graveyard while facing ethical dilemmas and making questionable decisions. Welcome to Graveyard Keeper, the most inaccurate medieval cemetery sim of the year.",0.0,08-15-2013
,DRAGON QUEST HEROES  II,The Elder Scrolls: Legends™ is an award- winning free-to-play strategy card game based on the world and lore of the Elder Scrolls series. Play for hours or minutes across many game modes that are easy to learn but challenging to master.,59.99,04-25-2017
,FINAL FANTASY XIV: A Realm Reborn ,RESIDENT EVIL 2 / BIOHAZARD RE:2 Deluxe Edition bundle,19.99,02-18-2014
,Batman: Arkham City - Game of the Year Edition,Northgard is a strategy game based on Norse mythology in which you control a clan of Vikings vying for the control of a mysterious newfound continent.,19.99,09-7-2012
,Space Engineers,Be the last Champion standing in Realm Royale! Loot deadly weapons and powerful abilities to create your own Champion. Explore a fantasy world from horseback while outrunning the deadly fog. Can you survive the first 100-person fantasy Battle Royale?,24.99,10-23-2013
,Sniper Ghost Warrior 3,Sid Meier’s Civilization VI Gold Edition bundle,49.99,04-24-2017
,Tom Clancy's Rainbow Six Siege,"Gang Beasts is a silly multiplayer party game with surly gelatinous characters, brutal slapstick fight sequences, and absurd hazardous environments, set in the mean streets of Beef City.",14.99,12-1-2015
,Dota 2,Age of Empires Legacy Bundle bundle,0.0,07-9-2013
,Grand Theft Auto V,"Spanning the most turbulent era in Western history, your quest for territory and power takes you through Europe, Africa, the Middle East, and even onto the shores of the New World.",59.99,04-13-2015
,Batman: Arkham Asylum Game of the Year Edition,Celebrate the 10th anniversary of Tales of Vesperia and the return of this fan-favorite with the Definitive Edition!,19.99,03-26-2010
,Halo Wars: Definitive Edition,"FINAL FANTASY X/X-2 HD Remaster celebrates two of the most cherished and beloved entries to the world-renowned franchise, completely remastered in gorgeous High Definition & now available on PC / Windows!",19.99,04-20-2017
,Street Fighter V,Lost at sea 1803 ~ The good ship Obra Dinn.,39.99,02-15-2016
,Batman : Arkham VR,"Hack, slash, and smash your way to victory in this award winning 2D arcade adventure from The Behemoth!",19.99,04-25-2017
,Star Trek Online,FINAL FANTASY XV EPISODE ARDYN COMPLETE EDITION bundle,0.0,01-31-2012
,Fallout Shelter,Call of Duty® returns to its roots with Call of Duty®: WWII - a breathtaking experience that redefines World War II for a new gaming generation.,0.0,03-29-2017
,Path of Exile,"MudRunner is the ultimate off-road experience putting the players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides!",0.0,10-23-2013
,Batman : Arkham Origins,"Find yourself trapped alone in a room with a ticking time bomb. Your friends have the manual to defuse it, but they can't see the bomb, so you're going to have to talk it out – fast!",19.99,10-25-2013
,Sid Meier’s Civilization VI,"From Single Cell to Galactic God, evolve your creature in a universe of your own creations. Play through Spore's five evolutionary stages: Cell, Creature, Tribe, Civilization, and Space. Each stage has its own unique style, challenges, and goals.",59.99,10-20-2016
,What Remains of Edith Finch,The Contra Anniversary Collection brings this classic Run and Gun franchise back to modern platforms and a new generation of gamers.,19.99,04-24-2017
,Scanner Sombre,"Fishing Planet is a FREE to play unique and highly realistic online first-person multiplayer fishing simulator developed for anglers to bring you the full thrill of actual fishing! Choose your lures, make your trophy catches, discover new possibilities and sharpen your real angling skills anywhere, anytime with your friends!",11.99,04-26-2017
,Earthfall,Grand Theft Auto V: Premium Online Edition & Great White Shark Card Bundle bundle,29.99,04-26-2017
,Rick and Morty: Virtual Rick-ality,"With over 1000 km² of complete freedom from sky to seabed, Rico Rodriguez returns to unleash chaos in the most creative and explosive ways imaginable.",29.99,04-20-2017
,Stardew Valley,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia.",14.99,02-26-2016
,Stellaris,Men of War: Assault Squad 2 features new single player style skirmish modes that take players from extreme tank combat to deadly sniper stealth missions. Commanders can now faceoff against opponents on various new multiplayer 1v1 – 8v8 maps.,39.99,05-9-2016
,TERA,Enter a world of danger and adventure with Dungeons & Dragons Online® based on the beloved RPG that started it all.,0.0,05-5-2015
,RimWorld,NecroDancer ULTIMATE PACK bundle,29.99,07-15-2016
,Dungeon Fighter Online,"Create your own avatar to fight alongside the most powerful Manga heroes in an original Story Mode, or head to the Online Lobby to challenge other players and discover lots of modes and activities.",0.0,08-9-2016
,Factorio,"Desert Skies takes survival to the air! Build an airship and fly on an adventure through the deserts of the Wild West. Look for places to land and scavenge for loot, expand your airship and craft new equipment, but beware the dangers lurking beneath the sands!",20.0,02-25-2016
,NBA 2K17,"Escape an astonishing disaster in Ring of Elysium, a battle royale shooter developed by Aurora Studio.",59.99,09-20-2016
,LEGO Batman,"Neptune, stricken with amnesia, awakes in a mysterious world where 2D reigns supreme. With a little help from her friends, Neptune embark on a journey to regain her memory, save the world, and 3D games as we know it.",19.99,10-10-2008
,LEGO Batman 2 DC Super Heroes ,"Ushering in a new era for the METAL GEAR franchise with cutting-edge technology powered by the Fox Engine, METAL GEAR SOLID V: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.",19.99,06-22-2012
,LEGO Batman 3: Beyond Gotham,"Discover the epic conclusion of the long-time clan warfare between members of the Mishima family. Powered by Unreal Engine 4, the legendary fighting game franchise fights back with stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals.",29.99,11-11-2014
,The Witcher 3: Wild Hunt,"Golf It! is a multiplayer Minigolf game with focus on a dynamic, fun and creative multiplayer experience. One of the most exciting features is a Multiplayer Editor, where you can build and play custom maps together with your friends.",39.99,05-18-2015
,DARK SOULS  III,"Shadow Tactics is a hardcore tactical stealth game set in Japan around the Edo period. A new Shogun seizes power over Japan and enforces nationwide peace. In his battle against conspiracy and rebellion, he recruits five specialists with extraordinary skills for assassination, sabotage and espionage.",59.99,04-11-2016
,Silence,"Shoot, blow sh!t up, fly or bark orders in the ultimate Free-to-Play, large scale, multiplayer, shooter experience. Thousands of players in multiple battles fighting one massive war of nations. The first to capture 15 cities takes the glory.",29.99,11-15-2016
,Bayonetta,"The complete megahit game that set the world afire. Plus All-New Episode IV: Thy Flesh Consumed. The demons came and the marines died. Except one. You are the last defense against these hell-spawned hordes. Prepare for the most intense mutant-laden, blood-splattered action ever!",19.99,04-11-2017
,Portal Knights,"GORN is a ludicrously violent VR gladiator simulator, made by Free Lives, the developers of Broforce and Genital Jousting.",14.99,02-25-2016
,Paladins,DRAGON BALL FighterZ is born from what makes the DRAGON BALL series so loved and famous: endless spectacular fights with its all-powerful fighters.,0.0,09-15-2016
,Counter-Strike: Global Offensive,Fantasy Grounds is a hybrid application which allows you to play and create your own RPG games. It facilitates this play and provides some optional add-on Adventure modules which can be loaded and played with very little preparation. Each game will require a GameMaster (GM) and one or more players.,14.99,08-21-2012
,PLAYERUNKNOWN'S BATTLEGROUNDS,DRAGON BALL XENOVERSE 2 builds upon the highly popular DRAGON BALL XENOVERSE with enhanced graphics that will further immerse players into the largest and most detailed Dragon Ball world ever developed.,29.99,03-23-2017
,Outlast 2,"Frostpunk is the first society survival game. As the ruler of the last city on Earth, it is your duty to manage both its citizens and its infrastructure. What decisions will you make to ensure your society's survival? What will you do when pushed to breaking point? Who will you become in the process?",29.99,04-24-2017
,SMITE,Stellaris: Starter Pack bundle,0.0,09-8-2015
,Rocket League,"Create & destroy on an unimaginable scale... with a space simulator that merges real-time gravity, climate, collision, and material interactions to reveal the beauty of our universe and the fragility of our planet. Includes VR support for HTC Vive, Oculus Rift+Touch, and Windows Mixed Reality.",19.99,07-6-2015
,BlazBlue Centralfiction,"""One of my favorite games this year"" - IGN Shadowverse is a AAA multiplayer turn-based card game with a fun–loving community of over 1 million daily players! - BATTLE real–time opponents from around the world, or enjoy the fully voiced story mode - STRATEGIZE with innovative mechanics that guarantee epic battles - MASTER eight...",39.99,04-25-2017
,Warframe,Tyranny -  Gold Edition bundle,0.0,03-25-2013
,The Long Dark,Cities: Skylines - New Player Bundle bundle,19.99,09-22-2014
,H1Z1: King of the Kill,"FOR EVERY CHOICE, A CONSEQUENCE.Fully re-mastered with HD visuals and audio, Fable Anniversary is a stunning rendition of the original game that will delight faithful fans and new players alike! The all new Heroic difficulty setting will test the mettle of even the most hardcore Fable fan.",19.99,02-17-2016
,NieR:Automata ,Can you resist the evil in your blood and forsake the dark destiny that awaits you? Or will you embrace your monstrous nature and ascend to godhood as the new Lord of Murder?,59.99,03-17-2017
,Batman : Arkham Knight,Freestyle 2: Street Basketball is a fast paced online arcade basketball game. Create your own unique player and compete in the online street league! Use variety of b-ball moves and customize your player! Team up with the best street ballers online and rise to the top!,19.99,06-23-2015
,Team Fortress 2,"Build and grow your very own computer repair enterprise as you learn to diagnose, fix and build PCs. With real-world licensed components and comprehensive hardware and software simulation, you can plan and bring your ultimate PC to life.",0.0,10-10-2007
,War Thunder,"Battle Brothers is a turn based tactical RPG which has you leading a mercenary company in a gritty, low-power, medieval fantasy world. You decide where to go, whom to hire or to fight, what contracts to take and how to train and equip your men in a procedurally generated open world campaign.",0.0,08-15-2013
,DRAGON QUEST HEROES  II,"Welcome to CREO, the megacorporation saving the world! A catastrophic event has knocked you out during the first day on the job… you wake up equipped with a heavy-grade exoskeleton, in a destroyed section of the complex.",59.99,04-25-2017
,FINAL FANTASY XIV: A Realm Reborn ,"From the multi-award-winning strategy series, A Total War Saga: Thrones of Britannia combines huge real-time battles with engrossing turn-based campaign, set at a critical flashpoint in history. Anglo-Saxons, Gaelic clans and Viking settlers clash for control. What Kingdom will you build?",19.99,02-18-2014
,Batman: Arkham City - Game of the Year Edition,Assetto Corsa Ultimate Edition bundle,19.99,09-7-2012
,Space Engineers,Parkitect is a business simulation game that charges you with the construction and management of theme parks! Bringing back the best of classic theme park games with many new features and content on top.,24.99,10-23-2013
,Sniper Ghost Warrior 3,"Become the captain of a interstellar cruiser and cross the galaxy to save the Republic. During your journey you will have to make important decisions, improve the weaponry of your ship and fight against numerous enemies.",49.99,04-24-2017
,Tom Clancy's Rainbow Six Siege,"Demolish your friends with hundreds of upgradable weapons shot from your customizable tank in this action-packed online multiplayer tanks game. Earn XP to level up and unlock new tanks, weapons, and gear. Fight against or alongside your friends for strategic team or free-for-all matches.",14.99,12-1-2015
,Dota 2,Endless Legend is a 4X turn-based fantasy strategy game by the creators of Endless Space and Dungeon of the Endless. Control every aspect of your civilization as you struggle to save your homeworld Auriga. Create your own Legend!,0.0,07-9-2013
,Grand Theft Auto V,Cities: Skylines - Campus Plus Edition bundle,59.99,04-13-2015
,Batman: Arkham Asylum Game of the Year Edition,Devolver Bootleg contains eight original rip-offs of Devolver Digital games. Pay money for it now.,19.99,03-26-2010
,Halo Wars: Definitive Edition,"DiRT Rally 2.0 dares you to carve your way through a selection of iconic rally locations from across the globe, in the most powerful off-road vehicles ever made, knowing that the smallest mistake could end your stage.",19.99,04-20-2017
,Street Fighter V,"Abandon all fear. Attack on Titan 2 is the gripping sequel to the action game based on the worldwide hit anime series ""Attack on Titan.",39.99,02-15-2016
,Batman : Arkham VR,"Warface is a contemporary MMO first person shooter with millions of fans around the world. It offers intense PvP modes, compelling PvE missions and raids that you can challenge with four diverse classes and a colossal customizable arsenal.",19.99,04-25-2017
,Star Trek Online,"ASSASSIN’S CREED® ORIGINS IS A NEW BEGINNING *The Discovery Tour by Assassin’s Creed®: Ancient Egypt is available now as a free update!* Ancient Egypt, a land of majesty and intrigue, is disappearing in a ruthless fight for power.",0.0,01-31-2012
,Fallout Shelter,"You're invited to our House Party! It's YOUR night! The choice is yours to be well-behaved, or completely inappropriate! New opportunity or peril could be waiting behind all your in-game choices. Come on in... the party’s already started! The only thing missing is YOU!",0.0,03-29-2017
,Path of Exile,"Empyrion - Galactic Survival is a 3D open world space sandbox survival adventure. Build powerful ships, mighty space stations and vast planetary settlements to explore, conquer or exploit a variety of different planets and discover the mysteries of Empyrion!",0.0,10-23-2013
,Batman : Arkham Origins,"WWE 2K19 returns as the flagship WWE video game, with cover Superstar AJ Styles! Experience tons of creation options, match types and more!",19.99,10-25-2013
,Sid Meier’s Civilization VI,"Set in a huge open world, Dragon’s Dogma: Dark Arisen presents a rewarding action combat experience.",59.99,10-20-2016
,What Remains of Edith Finch,"Warhammer 40,000: Gladius – Relics of War brings you to a world of terror and violence. Four factions will engage in a brutal war for dominance over the planet’s resources. In the first turn-based 4X strategy game set in Warhammer 40,000 you will lead one of four unique factions.",19.99,04-24-2017
,Scanner Sombre,"Welcome to the machine-filled creative paradise of Scrap Mechanic, a multiplayer sandbox game with imagination and ingenuity at its core. Create fantastic machines, transforming vehicles or sneaky traps. The possibilities are endless with Scrap Mechanics powerful tools.",11.99,04-26-2017
,Earthfall,"Welcome to 1980’s Sweden. The local population has disappeared, and hostile machines roam the streets. Explore the open world to unravel the mystery, perfect your fighting strategies, and prepare to strike back. Play alone or together with up to three friends, as you discover ways to defeat the invaders.",29.99,04-26-2017
,Rick and Morty: Virtual Rick-ality,"Against a darkening background of famine, disease and war, a new power is rising in the great steppes of the East. With a million horsemen at his back, the ultimate warrior king approaches, and his sights are set on Rome… The next instalment in the multi award-winning PC series that combines turn-based strategy with real-time tactics,...",29.99,04-20-2017
,Stardew Valley,Dead by Daylight + Deathgarden bundle,14.99,02-26-2016
,Stellaris,Build and Manage A Maximum Security Prison.,39.99,05-9-2016
,TERA,Dying Light Ultimate Collection bundle,0.0,05-5-2015
,RimWorld,Create a civilization capable of stopping a meteor without destroying the ecosystem in the process.,29.99,07-15-2016
,Dungeon Fighter Online,"Become the best thief. Gather intel, steal things and sell them to buy hi-tech equipment. Do everything that a real thief does.",0.0,08-9-2016
,Factorio,The Bloons are back and better than ever! Get ready for a massive 3D tower defense game designed to give you hours and hours of the best strategy gaming available.,20.0,02-25-2016
,NBA 2K17,"Battle through an onslaught of mystical backwater cultists, possessed militants & even darker forces as you attempt to discover just what lurks beneath the Earth in this retro FPS inspired by the '90s legends.",59.99,09-20-2016
,LEGO Batman,"“Ori and the Blind Forest” tells the tale of a young orphan destined for heroics, through a visually stunning action-platformer crafted by Moon Studios for PC.",19.99,10-10-2008
,LEGO Batman 2 DC Super Heroes ,"Wizard of Legend is a no-nonsense, action-packed take on wizardry that emphasizes precise movements and smart comboing of spells in a rogue-like dungeon crawler that features over a hundred unique spells and relics!",19.99,06-22-2012
,LEGO Batman 3: Beyond Gotham,Explore limitless creative possibilities in this all-new MMORPG adventure set in the colorful MapleStory universe. Adventurers welcome!,29.99,11-11-2014
,The Witcher 3: Wild Hunt,"The fourth pack in this storied party game franchise features Fibbage 3 and its new game mode, Fibbage: Enough About You; the twisted web game Survive the Internet; the dating contest Monster Seeking Monster; the deranged debate match Bracketeering; and the one-up art game Civic Doodle.",39.99,05-18-2015
,DARK SOULS  III,"It's a fight for the future of the planet between the Ravagers, a merciless swarm of alien invaders, and the Earth Defense Force (EDF) in this third-person shooter.Play as four different classes in over 80 missions with a range of 800 weapons at your disposal.Co-op play supported.",59.99,04-11-2016
,Silence,Cities: Skylines Collection bundle,29.99,11-15-2016
,Bayonetta,Experience a new level of precise control for your favorite games. The Steam Controller lets you play your entire collection of Steam games on your TV—even the ones designed without controller support in mind.,19.99,04-11-2017
,Portal Knights,"Design stunning hospitals, cure peculiar illnesses and manage troublesome staff as you spread your budding healthcare organisation across Two Point County.",14.99,02-25-2016
,Paladins,"Jump straight into managing your own planets as you guide a civilization through the ages. Become the ultimate empire in The Universim, a new breed of God Game in development by Crytivo.",0.0,09-15-2016
,Counter-Strike: Global Offensive,"Discover unrivalled sniping freedom in the largest and most advanced World War 2 shooter ever built. Experience tactical third-person combat, gameplay choice and epic longshots across gigantic levels as you liberate wartime Italy from the grip of Fascism.",14.99,08-21-2012
